Library Source,Added,Title,Title Short,Series,Book Numbers,Blurb,Authors,Narrators,Tags,Categories,Parent Category,Child Category,Length,Progress,Release Date,Publishers,My Rating,Rating,Ratings,Favorite,Format,Language,Whispersync,From Plus Catalog,Unavailable,Archived,Downloaded,Store Page Changed,Store Page Missing,ASIN,ISBN10,ISBN13,Summary,People Also Bought,Store Page Url,Sample,Web Player,Cover,Search In Goodreads,Collection Ids,Subtitle,Podcast Parent,Is New
Main,158,The Wizard and the Prophet: Two Remarkable Scientists and Their Dueling Visions to Shape Tomorrow's World,The Wizard and the Prophet: Two Remarkable Scientists and Their Dueling Visions to Shape Tomorrow's World,,,"From the bestselling, award-winning author of 1491 and 1493—an incisive portrait of the two little-known twentieth-century scientists, Norman Borlaug and William Vogt, whose diametrically opposed views shaped our ideas about the environment, laying the groundwork for how people in the...",Charles C. Mann,Bronson Pinchot,,,,,,17h 36m left,,,,,,,,,,,,,,,true,B075DL9YMD,,,,,https://audible.com/pd/B075DL9YMD?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=B075DL9YMD,https://m.media-amazon.com/images/I/51OhWgdbrJL._SL500_.jpg,https://www.goodreads.com/search?q=Charles%20C.%20Mann%20-%20The%20Wizard%20and%20the%20Prophet%3A%20Two%20Remarkable%20Scientists%20and%20Their%20Dueling%20Visions%20to%20Shape%20Tomorrow's%20World,,,,true
Main,157,"Surely You're Joking, Mr. Feynman!","Surely You're Joking, Mr. Feynman!",,,"One of the most famous science books of our time, the phenomenal national bestseller that “buzzes with energy, anecdote and life. It almost makes you want to become a physicist” (Science Digest). Richard Feynman, one of the world’s greatest theoretical physicists, thrived on adventure. His...",Richard P. Feynman,Raymond Todd,"Science & Technology, Witty, Thought-Provoking, Inspiring, Biographies & Memoirs, Professionals & Academics, Funny, Suspenseful",Biographies & Memoirs > Professionals & Academics,Biographies & Memoirs,Professionals & Academics,11h 31m ,,1998-12-27,"Blackstone Audio, Inc.",,4.6,12253,,Unabridged Audiobook,English,available,true,true,,,,,B002V5D7IE,,,"<p><strong>One of the most famous science books of our time, the phenomenal national bestseller that “buzzes with energy, anecdote and life. It almost makes you want to become a physicist” (</strong><em><strong>Science Digest</strong></em><strong>).</strong></p> <p>Richard Feynman, one of the world’s greatest theoretical physicists, thrived on adventure. His outrageous exploits once shocked a Princeton dean’s wife to exclaim: “Surely you’re joking, Mr. Feynman!”</p> <p>In this phenomenal national bestseller, the Nobel Prize–winning physicist recounts in his inimitable voice his experiences trading ideas on atomic physics with Einstein and Bohr and ideas on gambling with Nick the Greek, painting a naked female toreador, accompanying a ballet on his bongo drums, and much else of an eyebrow-raising and hilarious nature. Woven together with his views on science, Feynman’s life story is a combustible mixture of high intelligence, unlimited curiosity, eternal skepticism, and raging chutzpah.</p>",,https://audible.com/pd/B002V5D7IE?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=B002V5D7IE,https://m.media-amazon.com/images/I/510fhCMBFoL._SL500_.jpg,https://www.goodreads.com/search?q=Richard%20P.%20Feynman%20-%20Surely%20You're%20Joking%2C%20Mr.%20Feynman!,__AYCL,,,true
Main,156,Mortality,Mortality,,,"On June 8, 2010, while on a book tour for his bestselling memoir, Hitch-22, Christopher Hitchens was stricken in his New York hotel room with excruciating pain in his chest and thorax. As he would later write in the first of a series of award-winning columns for Vanity Fair, he suddenly found...",Christopher Hitchens,Simon Prebble,,,,,,22m left,,,,,,,,,,,,,,,true,B008PT499Q,,,,,https://audible.com/pd/B008PT499Q?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=B008PT499Q,https://m.media-amazon.com/images/I/41+g8WKRoeL._SL500_.jpg,https://www.goodreads.com/search?q=Christopher%20Hitchens%20-%20Mortality,,,,true
Main,155,Deep Work: Rules for Focused Success in a Distracted World,Deep Work: Rules for Focused Success in a Distracted World,,,"Millions of copies sold! The bestselling modern classic that sparked a worldwide conversation about the value of concentration—and the true costs of fractured attention. “I’m handing you the answer to the overwhelm you feel, and his name is Dr. Cal Newport.” —Mel Robbins, The Mel...",Cal Newport,Jeff Bottoms,,,,,,6h 20m left,,,,,,,,,,,,,,,true,B0189PX1RQ,,,,,https://audible.com/pd/B0189PX1RQ?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=B0189PX1RQ,https://m.media-amazon.com/images/I/51CTJKORW7L._SL500_.jpg,https://www.goodreads.com/search?q=Cal%20Newport%20-%20Deep%20Work%3A%20Rules%20for%20Focused%20Success%20in%20a%20Distracted%20World,,,,true
Main,154,So Good They Can't Ignore You: Why Skills Trump Passion in the Quest for Work You Love,So Good They Can't Ignore You: Why Skills Trump Passion in the Quest for Work You Love,,,"In this book with unique perspective, professor Cal Newport debunks the long-held belief that ""follow your passion"" is good advice, and sets out to discover the reality of how people end up loving their careers. A focus on passion over skill can be dangerous, leading to anxiety and chronic job...",Cal Newport,Dave Mallow,,,,,,6h 20m left,,,,,,,,,,,,,,,true,B00995OX28,,,,,https://audible.com/pd/B00995OX28?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=B00995OX28,https://m.media-amazon.com/images/I/51FteuQ37hL._SL500_.jpg,https://www.goodreads.com/search?q=Cal%20Newport%20-%20So%20Good%20They%20Can't%20Ignore%20You%3A%20Why%20Skills%20Trump%20Passion%20in%20the%20Quest%20for%20Work%20You%20Love,,,,true
Main,153,Pleasure Activism: The Politics of Feeling Good (Emergent Strategy),Pleasure Activism: The Politics of Feeling Good (Emergent Strategy),Emergent Strategy (book 1),1,"How do we make social justice the most pleasurable human experience? How can we awaken within ourselves desires that make it impossible to settle for anything less than a fulfilling life? Author and editor Adrienne Maree Brown finds the answer in something she calls “pleasure activism""....",Adrienne Maree Brown,Adrienne Maree Brown,,,,,,3h 29m left,,,,,,,,,,,,,,,true,B08HR14RRV,,,,,https://audible.com/pd/B08HR14RRV?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=B08HR14RRV,https://m.media-amazon.com/images/I/41WeDjpNlTL._SL500_.jpg,https://www.goodreads.com/search?q=Adrienne%20Maree%20Brown%20-%20Pleasure%20Activism%3A%20The%20Politics%20of%20Feeling%20Good%20(Emergent%20Strategy),,,,true
Main,152,Men Explain Things to Me,Men Explain Things to Me,,,"In Men Explain Things to Me, Rebecca Solnit takes on the conversations between men who wrongly assume they know things and wrongly assume women don't....",Rebecca Solnit,Luci Christian Bell,"Funny, Nonfiction, Inspiring, Social Sciences, Witty, Gender Studies, Ideologies & Doctrines, Politics & Government, Social justice",Politics & Social Sciences > Politics & Government,Politics & Social Sciences,Politics & Government,2h 47m ,5m left,2014-08-27,Audible Studios,,4,2146,,Unabridged Audiobook,English,,true,true,,,,,B00N1ZDMO2,,,"<p>In <i>Men Explain Things to Me</i>, Rebecca Solnit takes on the conversations between men who wrongly assume they know things and wrongly assume women don't. The ultimate problem, she shows in her comic, scathing essay, is female self-doubt and the silencing of women. Writer, historian, and activist Rebecca Solnit is the author of 14 books about civil society, popular power, uprisings, art, environment, place, pleasure, politics, hope, and memory, most recently <i>The Faraway Nearby</i>, a book on empathy and storytelling. She is a <i>Harper's Magazine</i> contributing editor.</p>",,https://audible.com/pd/B00N1ZDMO2?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=B00N1ZDMO2,https://m.media-amazon.com/images/I/41KGm22iGML._SL500_.jpg,https://www.goodreads.com/search?q=Rebecca%20Solnit%20-%20Men%20Explain%20Things%20to%20Me,__AYCL,,,true
Main,151,Project Hail Mary,Project Hail Mary,,,"When the Sun is threatened by an alien microbe, the fate of humanity rests on the shoulders of an unlikely hero – and an even more unlikely friendship.",Andy Weir,Ray Porter,,,,,,4h 41m left,,,,,,,,,,,,,,,true,B08G9PRS1K,,,,,https://audible.com/pd/B08G9PRS1K?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=B08G9PRS1K,https://m.media-amazon.com/images/I/51POf8gOyLL._SL500_.jpg,https://www.goodreads.com/search?q=Andy%20Weir%20-%20Project%20Hail%20Mary,,,,true
Main,150,A Beautifully Foolish Endeavor: A Novel,A Beautifully Foolish Endeavor: A Novel,The Carls (book 2),2,"THE INSTANT NEW YORK TIMES BESTSELLER Who has the right to change the world forever? How will we live online? How do we find comfort in an increasingly isolated world? The Carls disappeared the same way they appeared, in an instant. While the robots were on Earth, they caused confusion...",Hank Green,"Kristen Sieh, Joe Hempel, Jesse Vilinsky, Nicole Lewis, Kevin R. Free, Hank Green, Robert Petkoff, Angelo Di Loreto, Oliver Wyman, Hillary Huber, P.J. Ochlan, Gabra Zackman",,,,,15h 46m,,,,,,,,,,,,,,,,true,059314631X,,,,,https://audible.com/pd/059314631X?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=059314631X,https://m.media-amazon.com/images/I/513GsOi48eL._SL500_.jpg,https://www.goodreads.com/search?q=Hank%20Green%20-%20A%20Beautifully%20Foolish%20Endeavor%3A%20A%20Novel,,,,true
Main,149,Octavia's Brood: Science Fiction Stories from Social Justice Movements,Octavia's Brood: Science Fiction Stories from Social Justice Movements,,,"Whenever we envision a world without war, without prisons, without capitalism, we are producing speculative fiction. Organizers and activists envision and try to create such worlds all the time....","Adrienne Maree Brown, Walidah Imarisha",Je Nie Fleming,,,,,,10h 9m left,,,,,,,,,,,,,,,true,B01DPSB50W,,,,,https://audible.com/pd/B01DPSB50W?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=B01DPSB50W,https://m.media-amazon.com/images/I/612D7pydN-L._SL500_.jpg,https://www.goodreads.com/search?q=Adrienne%20Maree%20Brown%20-%20Octavia's%20Brood%3A%20Science%20Fiction%20Stories%20from%20Social%20Justice%20Movements,,,,true
Main,148,The Anthropocene Reviewed: Essays on a Human-Centered Planet,The Anthropocene Reviewed: Essays on a Human-Centered Planet,,,"“Masterful. The Anthropocene Reviewed is a beautiful, timely book about the human condition—and a timeless reminder to pay attention to your attention.” —Adam Grant, #1 bestselling author of Think Again and host of the podcast Re:Thinking The instant #1 bestseller from John Green, author...",John Green,John Green,,,,,,5h 46m left,,,,,,,,,,,,,,,true,0593408535,,,,,https://audible.com/pd/0593408535?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=0593408535,https://m.media-amazon.com/images/I/51MU+MI1ztL._SL500_.jpg,https://www.goodreads.com/search?q=John%20Green%20-%20The%20Anthropocene%20Reviewed%3A%20Essays%20on%20a%20Human-Centered%20Planet,,,,true
Main,147,"The Human Instinct: How We Evolved to Have Reason, Consciousness, and Free Will","The Human Instinct: How We Evolved to Have Reason, Consciousness, and Free Will",,,"From one of America’s best-known biologists, a revolutionary new way of thinking about evolution that shows “why, in light of our origins, humans are still special” (Edward J. Larson, Pulitzer Prize–winning author of Evolution). Once we had a special place in the hierarchy of life on...",Kenneth R. Miller,Fred Sanders,,,,,,Finished,,,,,,,,,,,,,,,true,B07BR9QGMD,,,,,https://audible.com/pd/B07BR9QGMD?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=B07BR9QGMD,https://m.media-amazon.com/images/I/41YctEy0TCL._SL500_.jpg,https://www.goodreads.com/search?q=Kenneth%20R.%20Miller%20-%20The%20Human%20Instinct%3A%20How%20We%20Evolved%20to%20Have%20Reason%2C%20Consciousness%2C%20and%20Free%20Will,,,,true
Main,146,My Grandmother's Hands: Racialized Trauma and the Pathway to Mending Our Hearts and Bodies,My Grandmother's Hands: Racialized Trauma and the Pathway to Mending Our Hearts and Bodies,,,"A National Best Seller ""My Grandmother's Hands will change the direction of the movement for racial justice."" (Robin DiAngelo, New York Times best-selling author of White Fragility) In this groundbreaking book, therapist Resmaa Menakem examines the damage caused by racism in America from the...",Resmaa Menakem MSW LICSW SEP,Cary Hite,,,,,,5h 52m left,,,,,,,,,,,,,,,true,1662154305,,,,,https://audible.com/pd/1662154305?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=1662154305,https://m.media-amazon.com/images/I/51dO5GwxjkL._SL500_.jpg,https://www.goodreads.com/search?q=Resmaa%20Menakem%20MSW%20LICSW%20SEP%20-%20My%20Grandmother's%20Hands%3A%20Racialized%20Trauma%20and%20the%20Pathway%20to%20Mending%20Our%20Hearts%20and%20Bodies,,,,true
Main,145,Life's Edge: The Search for What It Means to Be Alive,Life's Edge: The Search for What It Means to Be Alive,,,"“Carl Zimmer is one of the best science writers we have today.” —Rebecca Skloot, author of The Immortal Life of Henrietta Lacks We all assume we know what life is, but the more scientists learn about the living world—from protocells to brains, from zygotes to pandemic viruses—the...",Carl Zimmer,Joe Ochman,,,,,,2h 46m left,,,,,,,,,,,,,,,true,0593343530,,,,,https://audible.com/pd/0593343530?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=0593343530,https://m.media-amazon.com/images/I/41eIYAQkn+L._SL500_.jpg,https://www.goodreads.com/search?q=Carl%20Zimmer%20-%20Life's%20Edge%3A%20The%20Search%20for%20What%20It%20Means%20to%20Be%20Alive,,,,true
Main,144,Aurora,Aurora,,,"A major new novel from one of science fiction's most powerful voices, Aurora tells the incredible story of our first voyage beyond the solar system. Brilliantly imagined and beautifully told, it is the work of a writer at the height of his powers. Our voyage from Earth began generations ago. Now...",Kim Stanley Robinson,Ali Ahn,,,,,,15h 44m left,,,5,,,,,,,,,,,,true,B00Y1R6RSM,,,,,https://audible.com/pd/B00Y1R6RSM?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=B00Y1R6RSM,https://m.media-amazon.com/images/I/416HDJsRbiL._SL500_.jpg,https://www.goodreads.com/search?q=Kim%20Stanley%20Robinson%20-%20Aurora,,,,true
Main,143,Cosmos: Possible Worlds,Cosmos: Possible Worlds,Cosmos (book 2),2,"This new and long-awaited sequel to Carl Sagan's international best seller continues the electrifying journey through space and time, linking worlds within and worlds billions of miles away and envisioning a future of science tempered with wisdom. Based on National Geographic's internationally...",Ann Druyan,"Ann Druyan, Jennice Ontiveros",,,,,,7h 25m left,,,,,,,,,,,,,,,true,1980021341,,,,,https://audible.com/pd/1980021341?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=1980021341,https://m.media-amazon.com/images/I/51oo+e+OfVL._SL500_.jpg,https://www.goodreads.com/search?q=Ann%20Druyan%20-%20Cosmos%3A%20Possible%20Worlds,,,,true
Main,142,You Belong to the Universe: Buckminster Fuller and the Future,You Belong to the Universe,,,"A compelling call to apply Buckminster Fuller's creative problem solving to present-day problems. A self-professed ""comprehensive anticipatory design scientist"", the inventor Buckminster Fuller (1895-1983) was undoubtedly a visionary. Fuller's creations often bordered on the realm of science...",Jonathon Keats,Josh Bloomberg,"Biographies & Memoirs, Inspiring, Architecture, Art & Literature, Artists, Architects & Photographers, Problem Solving",Arts & Entertainment > Architecture,Arts & Entertainment,Architecture,5h 20m ,,2016-07-25,"Blackstone Audio, Inc.",,4.2,351,,Unabridged Audiobook,English,,true,true,,,,,B01IW5MO6W,,,"<p>A compelling call to apply Buckminster Fuller's creative problem solving to present-day problems. </p> <p>A self-professed ""comprehensive anticipatory design scientist"", the inventor Buckminster Fuller (1895-1983) was undoubtedly a visionary. Fuller's creations often bordered on the realm of science fiction, ranging from the freestanding geodesic dome to the three-wheel Dymaxion car to a bathroom requiring neither plumbing nor sewage. Yet in spite of his brilliant mind and lifelong devotion to serving mankind, Fuller's expansive ideas were often dismissed, and have faded from public memory since his death. </p> <p><i>You Belong to the Universe</i> documents Fuller's six-decade quest to ""make the world work for 100 percent of humanity"". Critic and experimental philosopher Jonathon Keats sets out to revive Fuller's unconventional practice of comprehensive anticipatory design, placing Fuller's philosophy in a modern context and dispelling much of the mythology surrounding Fuller's life. Keats argues that Fuller's life and ideas, namely doing ""the most with the least"", are now more relevant than ever, as humanity struggles to meet the demands of an exploding world population with finite resources. Delving deeply into Buckminster Fuller's colorful world, Keats applies Fuller's most important concepts to present-day issues, arguing that his ideas are now not only feasible, but necessary. </p> <p>From transportation to climate change, urban design to education, <i>You Belong to the Universe</i> demonstrates that Fuller's holistic problem-solving techniques may be the only means of addressing some of the world's most pressing issues. Keats' timely book challenges each of us to become comprehensive anticipatory design scientists, providing the necessary tools for continuing Fuller's legacy of improving the world. </p>",,https://audible.com/pd/B01IW5MO6W?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=B01IW5MO6W,https://m.media-amazon.com/images/I/51ElEkBR82L._SL500_.jpg,https://www.goodreads.com/search?q=Jonathon%20Keats%20-%20You%20Belong%20to%20the%20Universe,__AYCL,Buckminster Fuller and the Future,,true
Main,141,The Fire Next Time,The Fire Next Time,,,"NATIONAL BESTSELLER The book that galvanized the nation, gave voice to the emerging civil rights movement in the 1960s—and still lights the way to understanding race in America today. “The finest essay I’ve ever read.” —Ta-Nehisi Coates At once a powerful evocation of James...",James Baldwin,Jesse L. Martin,,,,,2h 25m,,,,,,,,,,,,,,,true,true,B002V1J8OU,,,,,https://audible.com/pd/B002V1J8OU?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=B002V1J8OU,https://m.media-amazon.com/images/I/41oxo31HwsL._SL500_.jpg,https://www.goodreads.com/search?q=James%20Baldwin%20-%20The%20Fire%20Next%20Time,,,,true
Main,140,How to Be an Antiracist,How to Be an Antiracist,,,"#1 NEW YORK TIMES BESTSELLER From the National Book Award–winning author of Stamped from the Beginning comes a “groundbreaking” (Time) approach to understanding and uprooting racism and inequality in our society and in ourselves—now updated, with a new preface. “The most...",Ibram X. Kendi,Ibram X. Kendi,,,,,10h 29m,,,,,,,,,,,,,,,,true,1984832212,,,,,https://audible.com/pd/1984832212?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=1984832212,https://m.media-amazon.com/images/I/51d01KHKtSL._SL500_.jpg,https://www.goodreads.com/search?q=Ibram%20X.%20Kendi%20-%20How%20to%20Be%20an%20Antiracist,,,,true
Main,139,The Varieties of Scientific Experience: A Personal View of the Search for God,The Varieties of Scientific Experience: A Personal View of the Search for God,,,Carl Sagan's prophetic vision of the tragic resurgence of fundamentalism and the hope-filled potential of the next great development in human spirituality The late great astronomer and astrophysicist describes his personal search to understand the nature of the sacred in the vastness of the...,"Carl Sagan, Ann Druyan - editor","Adrienne C. Moore, Ann Druyan",,,,,,7h 15m left,,,,,,,,,,,,,,,true,B0716758C4,,,,,https://audible.com/pd/B0716758C4?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=B0716758C4,https://m.media-amazon.com/images/I/51tSWrcrAbL._SL500_.jpg,https://www.goodreads.com/search?q=Carl%20Sagan%20-%20The%20Varieties%20of%20Scientific%20Experience%3A%20A%20Personal%20View%20of%20the%20Search%20for%20God,,,,true
Main,138,Zikora: A Short Story,Zikora: A Short Story,,,"When Zikora, a DC lawyer from Nigeria, tells her equally high-powered lover that she’s pregnant, he abandons her. But it’s Zikora’s demanding, self-possessed mother, in town for the birth, who makes Zikora feel like a lonely little girl all over again....",Chimamanda Ngozi Adichie,Adepero Oduye,,,,,1h 15m,,,,,,,,,,,,,,,,true,1713570874,,,,,https://audible.com/pd/1713570874?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=1713570874,https://m.media-amazon.com/images/I/51M-MzYZAOL._SL500_.jpg,https://www.goodreads.com/search?q=Chimamanda%20Ngozi%20Adichie%20-%20Zikora%3A%20A%20Short%20Story,,,,true
Main,137,"Pacific Edge: The Three Californias Triptych, Book 3",Pacific Edge,The Three Californias Triptych (book 3),3,"North America, 2065. In a world that has rediscovered harmony with nature, the village of El Modena, California, is an ecotopia in the making. Kevin Claiborne, a young builder who has grown up in this ""green"" world, now finds himself caught up in the struggle to preserve his community's idyllic...",Kim Stanley Robinson,Stefan Rudnicki,"Alternate History, Fiction, Post-Apocalyptic, Science Fiction",Science Fiction & Fantasy > Science Fiction,Science Fiction & Fantasy,Science Fiction,11h 27m ,6m left,2015-01-08,"Blackstone Audio, Inc.",,4.2,320,,Unabridged Audiobook,English,available,true,true,,,,,B00RY6B1Z6,,,"<p>North America, 2065. In a world that has rediscovered harmony with nature, the village of El Modena, California, is an ecotopia in the making. Kevin Claiborne, a young builder who has grown up in this ""green"" world, now finds himself caught up in the struggle to preserve his community's idyllic way of life from the resurgent forces of greed and exploitation. </p> <p>The final volume in Kim Stanley Robinson's Three Californias triptych, <i>Pacific Edge </i>is a brilliant work of science fiction and an outstanding literary achievement.</p>",,https://audible.com/pd/B00RY6B1Z6?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=B00RY6B1Z6,https://m.media-amazon.com/images/I/51Fd-S9ZsIL._SL500_.jpg,https://www.goodreads.com/search?q=Kim%20Stanley%20Robinson%20-%20Pacific%20Edge,__AYCL,"The Three Californias Triptych, Book 3",,true
Main,136,The Ministry for the Future: A Novel,The Ministry for the Future: A Novel,,,"ONE OF BARACK OBAMA’S FAVORITE BOOKS OF THE YEAR An unsettling masterpiece of the imagination, using fictional eyewitness accounts to tell the story of how climate change will impact us all. “The best science-fiction nonfiction novel I’ve ever read.” —Jonathan Lethem, New York Times...",Kim Stanley Robinson,"Jennifer Fitzgerald, Fajer Al-Kaisi, Ramon de Ocampo, Gary Bennett, Raphael Corkhill, Barrie Kreinik, Natasha Soudek, Nikki Massoud, Joniece Abbott Pratt, Inés del Castillo, Vikas Adam",,,,,,20h 4m left,,,5,,,,,,,,,,,,true,1549186434,,,,,https://audible.com/pd/1549186434?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=1549186434,https://m.media-amazon.com/images/I/41SW9k-v0LL._SL500_.jpg,https://www.goodreads.com/search?q=Kim%20Stanley%20Robinson%20-%20The%20Ministry%20for%20the%20Future%3A%20A%20Novel,,,,true
Main,135,The War on Normal People: The Truth About America's Disappearing Jobs and Why Universal Basic Income Is Our Future,The War on Normal People: The Truth About America's Disappearing Jobs and Why Universal Basic Income Is Our Future,,,"***New York Times Bestseller*** From 2020 Democratic presidential candidate Andrew Yang, a captivating account of how ""a skinny Asian kid from upstate"" became a successful entrepreneur, only to find a new mission: calling attention to the urgent steps America must take, including Universal Basic...",Andrew Yang,Andrew Yang,,,,,,4m left,,,,,,,,,,,,,,,true,B07BSH2ZPM,,,,,https://audible.com/pd/B07BSH2ZPM?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=B07BSH2ZPM,https://m.media-amazon.com/images/I/51lPuwLSzhL._SL500_.jpg,https://www.goodreads.com/search?q=Andrew%20Yang%20-%20The%20War%20on%20Normal%20People%3A%20The%20Truth%20About%20America's%20Disappearing%20Jobs%20and%20Why%20Universal%20Basic%20Income%20Is%20Our%20Future,,,,true
Main,134,"The Quantum Series, Books 1 - 3","The Quantum Series, Books 1 - 3",Quantum (book 1-3),1-3,Forget everything you know about reality. The quantum world doesn't play by those rules. Daniel Rice is a government science investigator whose specialty is solving seemingly intractable problems through scientific inquiry. But Daniel's intellectual strength is sorely tested by the bizarre...,Douglas Phillips,"Graham Halstead, Kirby Heyborne, Traci Odom",,,,,,22h 40m left,,,,,,,,,,,,,,,true,1705209386,,,,,https://audible.com/pd/1705209386?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=1705209386,https://m.media-amazon.com/images/I/51xSJK5M4EL._SL500_.jpg,https://www.goodreads.com/search?q=Douglas%20Phillips%20-%20The%20Quantum%20Series%2C%20Books%201%20-%203,,,,true
Main,133,Going to Meet the Man,Going to Meet the Man,,,"""There's no way not to suffer. But you try all kinds of ways to keep from drowning in it."" The men and women in these eight short fictions grasp this truth on an elemental level, and their stories, as told by James Baldwin, detail the ingenious and often desperate ways in which they try to...",James Baldwin,Dion Graham,,,,,,7h 30m left,,,,,,,,,,true,true,,,true,true,B004MNHHMA,,,,,https://audible.com/pd/B004MNHHMA?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=B004MNHHMA,https://m.media-amazon.com/images/I/518hlQUOO8L._SL500_.jpg,https://www.goodreads.com/search?q=James%20Baldwin%20-%20Going%20to%20Meet%20the%20Man,__AYCL,,,true
Main,132,Propaganda and the Public Mind,Propaganda and the Public Mind,,,Renowned interviewer David Barsamian showcases his unique access to Chomsky’s thinking on a number of topics of contemporary and historical import....,"Noam Chomsky, David Barsamian",Brian Jones,"Liberalism, Soviet Union, Iran, Politics & Government, Thought-Provoking, Military, Russia, Imperialism, Refugee, International Relations, Latin America, Taxation, War, Socialism, Linguistics, Globalization, Social Sciences, Censorship, Freedom & Security, Ideologies & Doctrines, Capitalism, Africa",Politics & Social Sciences > Politics & Government,Politics & Social Sciences,Politics & Government,8h 9m ,,2015-07-28,Audible Studios,,4.6,428,,Unabridged Audiobook,English,available,true,true,,,,,B010N09DC2,,,"<p>Renowned interviewer David Barsamian showcases his unique access to Chomsky's thinking on a number of topics of contemporary and historical import. Chomsky offers insights into the institutions that shape the public mind in the service of power and profit. </p><p>In an interview conducted after the important November 1999 ""Battle in Seattle"", Chomsky discusses prospects for building a movement to challenge corporate domination of the media, the environment, and even our private lives. Whether discussing US military escalation in Colombia, attacks on Social Security, or growing inequality worldwide, Chomsky shows how ordinary people, if they work together, have the power to make meaningful change. </p>",,https://audible.com/pd/B010N09DC2?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=B010N09DC2,https://m.media-amazon.com/images/I/51GLecYYOpL._SL500_.jpg,https://www.goodreads.com/search?q=Noam%20Chomsky%20-%20Propaganda%20and%20the%20Public%20Mind,__AYCL,,,true
Main,131,Caffeine: How Caffeine Created the Modern World,Caffeine: How Caffeine Created the Modern World,,,"Michael Pollan, known for his best-selling nonfiction audio, including The Omnivores Dilemma and How to Change Your Mind, conceived and wrote Caffeine: How Caffeine Created the Modern World as an Audible Original....",Michael Pollan,Michael Pollan,,,,,2h 2m,,,,,,,,,,,true,,,,,true,B083MVZ91Y,,,,,https://audible.com/pd/B083MVZ91Y?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=B083MVZ91Y,https://m.media-amazon.com/images/I/41QNn+uS3mL._SL500_.jpg,https://www.goodreads.com/search?q=Michael%20Pollan%20-%20Caffeine%3A%20How%20Caffeine%20Created%20the%20Modern%20World,__AYCL,,,true
Main,130,The Smallest Lights in the Universe: A Memoir,The Smallest Lights in the Universe: A Memoir,,,"LOS ANGELES TIMES BOOK PRIZE WINNER An MIT astrophysicist reinvents herself in the wake of tragedy and discovers the power of connection on this planet, even as she searches our galaxy for another Earth, in this “bewitching” (Anthony Doerr, The New York Times Book Review) memoir...",Sara Seager,Xe Sands,,,,,,9h 25m left,,,5,,,,,,,,,,,,true,0593148037,,,,,https://audible.com/pd/0593148037?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=0593148037,https://m.media-amazon.com/images/I/41wPBo9tGVL._SL500_.jpg,https://www.goodreads.com/search?q=Sara%20Seager%20-%20The%20Smallest%20Lights%20in%20the%20Universe%3A%20A%20Memoir,,,,true
